Identification de l'installation/ Facility Identification,Nom du propriétaire/ Owner Name,Nom du système / System Name,Ville/ City,Province (Anglais)/ Province (English),Province (Français) / Province (French),Code postal/ Postal Code,Type de propriétaire (Anglais) / Owner Type (English),Type de propriétaire (Français)/ Owner Type (French),Type d'exploitant (Anglais)/ Operator Type (English),Type d'exploitant  (Français) / Operator Type (French),Volume journalier moyen de l'effluent (m3) / Average Daily Effluent Volume (m3),Méthode de calcul (Anglais) / Method of Calculation (English),Méthode de calcul  (Français)/ Method of Calculation (French),Description de la méthode de calcul/ Description of Calculation Method ,Indicateur - Utilisation de chlore (Anglais)/ Chlorine Use Indicator (English),Indicateur - Utilisation de chlore (Français) / Chlorine Use Indicator (French),Type du système (Anglais)/ System Type (English),Type du système (Français)/ System Type (French),Types de traitement (Anglais)/ Treatment Types (English),Types de traitement (Français)/ Treatment Types (French),Description des autres traitements / Other Treatment Description,Description du lieu de rejet (Anglais) / Discharge Place Description (English),Description du lieu de rejet (Français) / Discharge Place Description (French),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Anglais)/ Is the hydraulic retention time 5 days or more? (English),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Français) / Is the hydraulic retention time 5 days or more? (French),Fréquence de reportage (Anglais)/ Reporting Frequency (English),Fréquence de reportage (Français) / Reporting Frequency (French),Périodes decalcul (Anglais)/ Averaging Period (English),Périodes de calcul (Français) / Averaging Period (French),Latitude/ Latitude,Longitude/ Longitude,Statut de Vérification du point (Anglais)/ Verification status of the point (English),Statut de Vérification du point (Français)/ Verification status of the point (French),Type de point (Anglais)/ Type of Point (English),Type de point (Français) / Type of Point (French),Nom de la masse d'eau fréquentée par les poissons/ Name of body of water frequented by fish,Nom de la masse d'eau au point d'entrée/ Name of the water at point of entry, Description de l'utilisation de l'eau (Anglais)/ Description of use of water (English),Description de l'utilisation de l'eau (Français)/ Description of use of water (French),Description des eaux fréquentées par les poisons (Anglais) / Description of water frequented by fish (English),Description des eaux fréquentées par les poisons (Français)/ Description of water frequented by fish (French),État du système (Anglais)/ System status (English),État du système (Français)/ System status (French)
26962,Cape Breton Regional,New Waterford - NW1,New Waterford,Nova Scotia,Nouvelle-Écosse,B1H4X1,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,6930,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2567,-60.0816,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
27028,Cape Breton Regional,New Waterford - NW2,New Waterford,Nova Scotia,Nouvelle-Écosse,B1H 4X1,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,1185,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Annually,Annuel,Yearly,Annuel,46.2581,-60.0852,Verified,Vérifié,Final Discharge Point,Point de rejet final,Atlantic Ocean,Atlantic Ocean,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
27950,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND1",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,545,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.1931,-60.2636,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sydney Harbour - North West Arm,Sydney Harbour - North West Arm,Other recreational (e.g. boating),Autre contact récréatif (bateau),Marine port waters,Eaux d'un port maritime,operational,opérationnel
27957,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND10",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,155,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2426,-60.2136,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sydney Harbour,Sydney Harbour,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
27958,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND11",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,1770,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2504,-60.2114,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sydney Harbour,Sydney Harbour,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
27959,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND12",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,3524,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2615,-60.2336,Verified,Vérifié,Final Discharge Point,Point de rejet final,Spanish Bay - Atlantic Ocean,Spanish Bay - Atlantic Ocean,Contact recreational (e.g. swimming),Contact récréatif (baignade),Marine port waters,Eaux d'un port maritime,operational,opérationnel
27960,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND13",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,2259,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2667,-60.2441,Verified,Vérifié,Final Discharge Point,Point de rejet final,Spanish Bay  - Atlantic Ocean,Spanish Bay  - Atlantic Ocean,Contact recreational (e.g. swimming),Contact récréatif (baignade),Marine port waters,Eaux d'un port maritime,operational,opérationnel
27961,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND14",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,209,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,Other Treatment Type,Autres types de traitement,"No Treatment, but outfall pipe is from a community septic tank.",Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2643,-60.2689,Verified,Vérifié,Final Discharge Point,Point de rejet final,Little Pond,Little Pond,Other,Autre,Estuary,Estuaire,operational,opérationnel
27050,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND2",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,4604,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2038,-60.2531,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sydney Harbour - North West Arm,Sydney Harbour - North West Arm,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
27951,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND3",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,280,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2087,-60.2459,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sydney Harbour - North West Arm,Sydney Harbour - North West Arm,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
26963,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND4",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,1489,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2106,-60.2428,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sydney Harbour,Sydney Harbour,Other,Autre,Marine port waters,Eaux d'un port maritime,operational,opérationnel
27952,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND5",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,157,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2163,-60.2355,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sydney Harbour,Sydney Harbour,Contact recreational (e.g. swimming),Contact récréatif (baignade),Marine port waters,Eaux d'un port maritime,operational,opérationnel
27953,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND6",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,1121,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2179,-60.2341,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sydney Harbour,Sydney Harbour,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
27954,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND7",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,1445,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2293,-60.2249,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sydney Harbour,Sydney Harbour,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
27955,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND8",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,889,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2359,-60.2166,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sydney Harbour,Sydney Harbour,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
27956,Cape Breton Regional,"North Sydney, Sydney Mines, Florence (North Division) - ND9",Sydney Mines,Nova Scotia,Nouvelle-Écosse,B1V 1X9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,301,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,No Treatment,Aucun traitement,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,46.2414,-60.2138,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sydney Harbour,Sydney Harbour,Commercial fishing,Pêche commerciale,Marine port waters,Eaux d'un port maritime,operational,opérationnel
